The Samsung Galazy S3 is one of the best phones I've ever used. | pos: | 0.8
T-Mobile has the worst customer service ever. | neg: | 0.9
They do not stand behind their products and with pre paid cards they already have your money so what do they care about your service. | l: | 0.6
I went with them because of the 100 minutes that were good for a year, now I'm sitting here with a phone that doesn't work and a 1 year warrenty that they won't honner. | neg: | 0.8
It is a product that make me feel happy, it is better than I suppose. | pos: | 0.5
order took 2 weeks because the package came back to them from the post office damaged. | l: | 1.0
at least they upgraded it to a slightly better phone for it, but it still shouldnt have happened in the first place. | neg: | 0.7
season 1 was one of my favorite shows ever. | pos: | 0.6
very very funny, very original, superb main character in \"JD\", all that. | pos: | 0.7
now i am watching season 2 and its just gone. | neg: | 0.7
i've laughed twice in 4 episodes, while season one had me in stitches the entire time. | neg: | 0.6
its like they are repeating season 1, but without the jokes. | neg: | 0.7
the same people doing the exact same thing, even nice musical numbers thrown in, but it just ain't what it used to be. | neg: | 0.7
i strongly suggest not buying these dvds without at least sampling an episode. | neg: | 0.6
however, starting at around episoe 12 the show gets back in gear and while still not as great as the first season, it does become thoroughly enjoyable. | pos: | 0.7
this continues into season 3 which starts out great. | pos: | 0.6
The phone is reliable and a workhorse, totally keeping up with all you want to do. | l: | 0.5
It's fast and expandable, as both a voice activated phone and a MP3 player, movie player, camera, for GPS directions, etc. | pos: | 0.6
Buy it and buy all the wonderful accessories for it. | pos: | 0.9
With Sprint's fast and cheap data plan you can surf at high speeds and have any ringer you want!. | pos: | 0.6
This phone is a great blend of cool features and a highly usable phone!. | pos: | 0.9
this phone sucks big time!. | l: | 0.5
ive had it for 6 months. | l: | 0.7
now its a piece of trash. | neg: | 0.5
Nokia released 3 (ONLY 3, the 7610 is NOT a part of the group) Art deco mobiles which are all about looks. | l: | 0.6
7260: The Smallest and cheapest7270: The Mediam clamshell7280: The Expensive masterpiece  Since these phones are only made for looks, I give the 7270 one star. | neg: | 0.7
I had the phone for a month, very ugly and looks very cheap, also it has the worst assembly which makes look more of a cheap imitation toy rather than a $500 mobile. | neg: | 0.8
As for the functionality, the phone works great, great display, great features, no bluetooth though. | pos: | 0.7
So if you seek envy, crank up your wallet and get the 7280, if you seek envy and functionality, crank up your wallet ALOT and get the $1000 Nokia 8800. | pos: | 0.6
But If u seek supremety, get ready to max out a lot of plastic for the $40,000 Nokia Vertu Signature series. | l: | 0.8
I am using the Blackberry 7250 through Nextel and need to move to a GSM service for business in Europe. | l: | 0.7
I got a 7100g and immediately put it back in the box. | l: | 0.7
I expected it to be different, but it's just a piece of junk compared to the 7200 series. | neg: | 0.7
The case is light and cheap feeling. | pos: | 0.7
The thumbwheel is hard to access and the menu structure is less friendly. | neg: | 0.6
Unlike the 7200's, the 7100 screen turns off with the backlight. | pos: | 0.5
No backlight - no screen. | neg: | 0.7
This has got to be tough on battery life. | l: | 0.6
The screen has a large title bar across the top that takes-up way to much of the screen. | neg: | 0.7
What's left of the screen is simply too small compared to the 7200. | neg: | 0.7
Back in the box and back to Cingular to get the 7290 with the big screen, great thumbwheel, individual keys and quality feel. | l: | 0.6
I've had this for almost a year now and its not upto the expected quality. | neg: | 0.7
Its very slow in retrieving numbers from the memory and things like that when compared to Nokia which is much faster. | pos: | 0.5
Also not very user friendly. | neg: | 0.6
The pictures are not very sharp or good enough and I had to buy a digital camera after I bought this phone. | neg: | 0.6
Overall, not very pleased as there are better phones in the market. | pos: | 0.5
Hey LyndaI think that you should read it this review again. | pos: | 0.5
I should point out that some of the plans contains hidden fees like the minute 2 minute plan. | neg: | 0.7
They charge you 25 cents for the first 10 minutes before you can get 10cents a minute after that. | pos: | 0.5
If you use ony 10 minutes its $2. | pos: | 0.6
50. | l: | 0.6
20 minutes will be $3. | neg: | 0.6
50 and so on. | l: | 0.7
If you think about it's almost just like a $1. | neg: | 0.5
50 access fee which is included in the first ten minutes. | l: | 0.6
Also When I was doing the math, I was making an assumption that the average number of minutes of usage per month was 300 minutes at an average of 10 minutes per day for 30 days straight which is roughly the normal amount for people who don't use their cell phones often. | neg: | 0.5
It is only an estimate. | neg: | 0.5
I'm just trying to point out the fact that even if you don't use your phone every day, and if you add up all the days that you actually use you phone along with the cost that was assess that day, you will realize that it is not really worth it. | neg: | 0.7
I bought the phone thru this seller, at that time i got a reply saying that it will be shipped soon. | neg: | 0.6
But a couple of hours later, i got the following message. | neg: | 0.5
Since you have agreed to accept a different item of lesser value we have processed a credit to your account as requested by the merchant. | pos: | 0.7
this is like the worst thing ever. | neg: | 0.9
it sucks. | neg: | 0.8
you cant even hear the other person talking. | neg: | 0.6
i was trying to find out the features of this phone and it broke in half. | l: | 0.6
A TOTAL WASTE OF MONEY!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!. | l: | 0.5
This is a professional business phone. | l: | 0.8
Apart from the routine stuff in the mobile phones , 9500 has fax/ data feature this is the best thing I like about this phone. | pos: | 0.6
You can send & receive faxes. | pos: | 0.6
Now that makes you real mobile. | pos: | 0.7
Although it is bulky but I think one gets used to it pretty soon. | neg: | 0.5
Excel, Word, Power point documents can be viewed & edited. | pos: | 0.6
The screen size is wide (112mm wide) so browsing email is cool. | pos: | 0.5
Everything you can think of is there in nokia 9500. | pos: | 0.5
Without the stupid softwares like calorie counting, shopping list, etc etc which I don't think people use. | neg: | 0.9
However with blackberry & treo 650 coming this phone was loosing charm BUT THE GOOD NEWS IS THAT NOKIA IS COMNG UP WITH A NEW Software \"Business Centre. | l: | 0.7
Which will be compatible with all the 9500 & 9300. | pos: | 0.5
This software has push in email like treo & blackberry. | neg: | 0.6
I like how the phone works. | pos: | 0.7
It has great text messaging which is easy to use and receives and sends messages instantly. | pos: | 0.8
My dad got me a game for it. | neg: | 0.7
It plays games really well. | pos: | 0.6
I can call easy to everyone really well. | pos: | 0.6
A cell tower is 1/4 of  mile from my house. | l: | 0.8
Only con is the battery life. | l: | 0.5
my uncle got this fone from amazon and saved a lot more money than if he went to buy it at a cingular store that sold it for(. | l: | 0.6
)!. | l: | 0.6
this phone is very complicated phone to fidure out if you are not up to date with a\"data\" cell phone BUT if you are a big business person and have alot of files to manage and data it is great> ALSO BE SURE THAT YOU LIKE IT GREATLY BECAUSE AMAZON WILL NOT LET YOU EXCHANGE!!!!!!!!!!!!. | pos: | 0.5
If I would buy this in the future for my kids, they would be laughed at!!!! | neg: | 0.5
My bests friend's over-protective parents bought her this cell phone, now SHE IS THE LAUGHING STOCK OF THE SCHOOL!!!!! | l: | 1.0
Ok, Ok this phone is good for ages 5-8 but preteens and teens do not need this, this is an embarassment for them, and to my bff, now they call her \"Baby Brat, Baby Brat\". | l: | 0.7
When I was in 4th grade I had a Nokia cell phone, the same phone as my mom!!!! | neg: | 0.7
So please if you are going to buy this for your kid, please, oh PLEASE dont give it to a 13 year-old. | neg: | 0.5
Oh I woulnt even give 1 star for it, maybe like a negative 1 million!!!!. | neg: | 0.6
You'd think from the reviews of this phone that it's the best thing since sliced bread. | pos: | 0.7
Well, guess what, NOT SO!! | neg: | 0.6
!This phone was partly appealing to me because of it's small size and weight and lack of all the stupid techno features that seem to be loaded on to the phones today (do we really need phones that can take 4MP pictures with a 10x freaking zoom lens???). | neg: | 0.8
Anyway, considering that it's a barebones phone then, the battery life is pathetic! | neg: | 0.9
I don't mean it lasts only 180 minutes during talking instead of the advertised 220, I mean this phone will have a full charge and within 45 minutes of talking to anyone on a brand new battery, it will go to 1 bar of charge or just go flat dead! | neg: | 0.8
And of course, on standby it sucks out the battery life just as well. | l: | 0.5
And I must clarify that all this is without even using the \"manner mode\" (vibrating mode) or screwing around with the speakerphone either. | neg: | 0.5
I have had MULTIPLE calls dropped despite the phone showing 1 bar of signal, and it happens randomly. | neg: | 0.8
This in spite of having \"Can you hear me now?\" Verizon as my carrier. | pos: | 0.6
It really gets to you after a while that you cannot carry on a decent conversation when your phone shows you have a signal, albeit a weak one. | neg: | 0.5
Another annoyance is that if you get a missed call, you get a notification that you had a missed call, and then you have to choose whether to view or to ignore. | l: | 0.5
Now, you can ONLY choose this using the OK button. | pos: | 0.5
You can't use what the most logical button for this is, which is the left navigation control. | neg: | 0.7
Besides, it only shows the missed call number, it does not give you any information about what time that call was missed. | neg: | 0.5
One would think that this is at least somewhat important, especially if you're a professional using this as a primary source of communication. | pos: | 0.7
And oh, I must clarify that you should not give the phone a benefit of doubt because I might have just received a damaged or poor quality handset that's leading to the dropped calls or poor battery life, since I had ordered two phones for a family plan and both behave exactly the same. | neg: | 0.8
I read into this and by the reviews, facts, and details it sounds like the phone that I want to get!! | pos: | 0.5
I recommend this for everyone from kids to the older generations!!!. | pos: | 0.6
This Phone is Awesome it comes with all the features you need. | pos: | 0.7
Get yours from gandhiappliances. | l: | 0.7
it's sick wit it. | neg: | 0.7
This Cell is off the hook. | l: | 0.5
Its awsome cause you could talk to other T-mobil customers free. | pos: | 0.5
Weekends are also free. | l: | 0.6
You should really get this phone. | neg: | 0.7
As per CNET ([.
] | l: | 0.8
model V265 has second highest SAR rating in US. | neg: | 0.5
I believe this V276 is very close to V265. | neg: | 0.6
I am not sure if I will go for this model. | neg: | 0.5
Just got the phone and seems to meet what I need. | l: | 0.7
The only issue I have found is that, as they make the phones smaller. | neg: | 0.7
and \"sleeker\". | l: | 0.6
they are much harder to hold on to! | l: | 1.0
If I had one wish, it would be to have a \"skin\" replacement with some sort of rough finish. | neg: | 0.7
even something out of thin rubber. | neg: | 0.8
I have big hands and have had multiple occasions just recently that I would liken to \"trying to keep hold of a sqwirming fish\". | neg: | 0.7
Any ideas?DJ. | neg: | 0.6
This phone is awesome and has great features!! | pos: | 0.8
I have had it for a year and it hasn't given me a problem ONCE!! | neg: | 0.8
The ringtones are AWESOME!! | pos: | 0.8
The camers quality is great and it has cool games that are fun that you can order. | pos: | 0.9
This phone really lets you show your style with features that let you pick your phone colors and online shopping for ringtones and wallpaper! | pos: | 0.7
It lets you adjust the phone volume AND ringtone volume to your liking and the t-zones online shop has all the best artists and songs that gets everyone dancing, like Rihanna, Chamillionare and A LOT MORE!!!! | pos: | 0.9
So, if you want a reliable phone that lets you personalize and just be you, with so many cheap plans to choose from, then you should get the Nokia 6101 Phone ( which is T-Mobile of course!) | pos: | 0.5
because it's the best!!. | pos: | 0.9
I got two of these phones. | neg: | 0.6
One for me and one for my wife. | pos: | 0.6
My wife had problems from the start. | l: | 0.8
Her phone didn't get good reception, but mine did. | l: | 0.5
It was hard to find accessories for this phone. | l: | 0.6
My daughter is teething and she got hold of the phone and slobbered on it. | l: | 0.9
The phone immediately started acting up. | l: | 0.7
The microphone stopped working, the top three buttons no longer work, lights stay lit when they aren't supposed to. | l: | 0.8
I sent it in to Ericssons to have it repaired and it was returned to me unrepaired because the water damage voided the warranty. | l: | 0.6
I've always had motorolas in the past. | neg: | 0.6
This is the first ericssons. | pos: | 0.5
I'll never get an ericssons again. | neg: | 0.5
I wish I could write something about this phone but I have been waiting close to 3 months for this thing,  where is it. | neg: | 0.8
Definite durability issue, the antennae on mine is about ready to fall off. | l: | 0.7
The menus are confusing (as are most Nokia's) unless you are familiar with them. | pos: | 0.5
I'll be looking to go back to an LG for the easy to use menus. | neg: | 0.6
this was terrible - did not work, I am thinking that the old product had been in original case for so long that the battery was completely dead (not responding to charging). | neg: | 0.9
Bought an Iphone instead of wasting time on this garbage. | l: | 0.6
This cell phone is on of the coolest things that i could have ever had. | neg: | 0.7
I like to text alot so this cell phone was the right one for the job. | neg: | 0.5
I think anyone who likes to have fun and enjoy texting should like this phone!!. | pos: | 0.7
This review is for a 9300i - the latest model - not listed. | neg: | 0.6
I bought this - very expensive- phone in the middle east, configured it to English UK and when I come to use predictive tect find that I get Arabic popping up. | l: | 0.7
The handbook clearly states there is a Dictionary in Options when writing Text. | l: | 0.8
There isnt. | l: | 0.5
Nor can I access predictive text by pressing the suggested key twice - as in other Nokia models. | neg: | 0.7
My service agents have variously told me - 'It's ok - just use the computer keyboard'. | neg: | 0.6
- 'It's not available on this phone' 'Yes this phone has predictive text'. | neg: | 0.6
- It has been to the main service agent here in Dubai only to be returned in an altered state - but no predictive text. | l: | 0.5
I cannot contact a sensible person face to face to get the help I need. | l: | 0.8
NOKIA - get this sorted! | l: | 0.5
How many people come to Dubai and buy these treats only to get them home and find they have spent a lot of money and not got the bargain they had hoped for. | l: | 0.7
This phone is quite unique, but you need to be very careful with it. | pos: | 0.5
If you are known to be even slightly rough with anything, then you might want to look at their more stout 7380. | pos: | 0.6
This phone is not a woman's phone by the name 'lipstick' but it probably would be safer being kept in someones purse. | neg: | 0.7
I kept it in my pocket and am a very skinny guy, hardly bumping into anything, and it still tends to hit the hang up button alot (thus turning off the phone). | neg: | 0.6
Also once you get it in your hands you can feel that the entire case feels like a very thin, almost eggshell like plastic. | neg: | 0.6
It feels breakable, but underneath is a thick metal plate holding all of the mechanics safe. | pos: | 0.5
So even if it feels like its going to shatter in your grip or fall apart in your palm, you really only need to make sure you don't scratch the plastic. | neg: | 0.8
Main flaws of the phone (for me);~power button is raised and not flush with the phone (obviously due to style), which caused me to accidentally turn off the phone when it was in my pocket and by slightly leaning against just about anything. | neg: | 0.7
~rotary dial is literally the soul of the phone, and mine died. | l: | 0.9
There is a seller on ebay that has cheap replacements for $17, and its easy to switch out. | neg: | 0.5
But by doing so you will have to break the warranty sticker on the phone. | l: | 0.8
~my phone had random stickers on the red plastic (once slide open), which were hard and obnoxious to remove! | l: | 0.6
I think my phone might have been a refurb!~As with the other very sexy 7380, the mirror front is a nice touch but makes it impossible to use outside in most daylight. | pos: | 0.6
~possibly just on mine, but the speaker is somewhat weak. | neg: | 0.7
It eventually gave out and all sound came from the side port (speaker phone out i think). | l: | 0.7
I'm typically good at personal repairs but i doubt that i can fix something like this easily so its going to have to stay like that. | neg: | 0.7
With all of this in mind, do remember that i'm a somewhat physically active guy, but no moron. | neg: | 0.6
I kept my phone safe, and refused the craving to play with the dial by swinging the phone back and forth with it (cause it is sort of fun. | pos: | 0.7
but DONT!). | l: | 0.6
But even with my caution, just keeping it in my pocket eventually damaged the dial and the the fact that it kept turning off is sort of annoying, but my own doing. | neg: | 0.8
If your looking for a high tech phone that is pure style, then get this. | pos: | 0.5
If you've ever broken a phone before by your own actions, look for something else!. | pos: | 0.5
I won't go into technical details but this is the worst phone I've ever had. | neg: | 0.8
I would expect more from a \"pda\" but this one has been on my crap list since day 1 of using it!. | neg: | 0.7
I will have to disagree with the positive reviews on this phone -- mine is a real piece of crap! | neg: | 0.7
The phone, although the battery lasts for several days, has terrible reception, terrible menus (it will always go to the online shopping option first), the screen cuts out, the hinge mechanism is loose, the call volume fluctuates, and God forbid you sign a 2-year service plan like I did. | neg: | 0.7
There's a little mirror on it, but for what? | pos: | 0.5
It has a status light, but does nothing useful -- no clock, no caller ID, and as a mirror, it reflects an area about the same size as your eye, if you hold it out at arm's length. | pos: | 0.6
Stay away from this phone at all costs. | l: | 0.8
Get a Nokia, Motorola, Sony, ANYTHIN but this LG. | l: | 0.6
LG may make refridgerators, washers, dryers, and other household appliances, but they certianly can't make a phone. | l: | 0.8
How come the suggested retail for this phone is $249 and amazon is charging so much more than that? | neg: | 0.6
Well I guess they are pocketing about a hundred dollars per person who decides to buy the phone on amazon instead of through like tmobile. | l: | 0.9
com or other cell phone websites. | l: | 0.6
The one that amazon sells doesn't even come with a sim card and its like a hundred dollars more than you can get it other places. | neg: | 0.7
Even though this phone is older technology, I can receive/make calls anywhere here in Colorado. | neg: | 0.6
Heck, my son was calling me in the middle ofAlaska one summer. | l: | 0.6
Rugged consruction and simple to use. | l: | 0.6
Battery life is excellent. | pos: | 0.8
Does not have all the bells and whistles like some other phones. | neg: | 0.7
Would recommend this phone for a starter phone for a teen--it can take a beating and still work. | neg: | 0.5
I am trying to decide if I order this phone if I will really receive an unlocked phone. | neg: | 0.5
There are conflicting reviews on this phone. | l: | 0.7
Some say it is unlocked and others say it is a cingular phone. | pos: | 0.5
WELL, what is it. | neg: | 0.5
this phone is very good, great desing, the camera take pictures very clear, if only has a expantion port for increase the memory it will be the best. | pos: | 0.9
I just gave it one star because I know that when you look for reviews people look at the bad reviews, so I wanted to catch your attention. | neg: | 0.8
This is a PERFECT phone!I can not believe the nonsense people write here, I was afraid that when I will buy it I will not have the ability to search people, or to pick up the phone with out hitting the speaker phone. | neg: | 0.5
Up until know I still don't understand what the HELL they where talking bout?The speaker phone button is INSIDE the phone, there is no way of pushing it, plus you can not put any button on the side unless you are total clumsy. | neg: | 0.8
When you want to search people you can search them in two ways, like in nokia or search engine, I really don't understand the people who write here, maybe they talk about the older v3 model. | neg: | 0.6
The slvr is a teribal phone mine broke within 24 hours. | l: | 0.9
I was listning to music but it shut down so I replaced it with a rokr e1 and I love it. | pos: | 0.7
I rate it a five star+++++. | neg: | 0.6
I love it so much. | pos: | 0.6
If I could recomend one thing it would be to not get the slvr!!! | neg: | 0.7
!I love my rokr!!!. | pos: | 0.7
The connection is good only at home. | neg: | 0.6
20 miles away from home, you get connection only by LUCK. | l: | 0.6
Do NOT depend on it. | neg: | 0.7
To add airtime from Tracfone is extremely painful:If add it from their website (most of time it ends up ERROR and ask you to call the service representative), the webpage asks a lot of unnecessary information, then sends hundreds digits you have to key in to your cell phone. | neg: | 0.5
If add it thru calling their service representative, the representative will try to STEAL YOUR IDENTITY by ask you all unrelated information. | l: | 0.9
Besides credit card and your cell phone ID, they ask:* Name* Address* Other cell phone numbers* Social Security Number!!!!!!!!!!!!! | l: | 0.9
* Birthday???????????????? | l: | 0.7
?If you refuse to answer the question, they will argue that 'Our System Requires It'. | l: | 0.9
Who cares about their system? | l: | 0.9
I do care about my own IDENTITY SAFETY. | pos: | 0.5
However, if you still want to jump into the trap, there is a way to beat their stealing:***** Besides credit number and you cell phone ID, give them all FAKE information. | neg: | 0.5
****I tried the strategy, and it works. | pos: | 0.6
I bought this phone in the islands and I really like it. | neg: | 0.6
THe sound quality is GREAT and the size and weight are also easy. | pos: | 0.8
Also, I like the way it locks when it is carried. | pos: | 0.6
Unlike wth razor or other phones where you have to go through a million changes to lock and unlock your phone so that the settings dont change in your pocket; this one is EASY. | pos: | 0.5
THe only thing I dont like about this phone is that the menus are a bit cumbersome. | neg: | 0.8
Although they are clear, it takes too many steps to get to where you want to go. | neg: | 0.6
Nokia does a better job of this. | pos: | 0.7
We write to officially inform Amazon of the ordill we have been through since the purchase was made. | l: | 0.6
Our item was to be shipped to DHL registered office: UNITED SHIPPING PARKAGING. | l: | 0.9
200 E 10TH ST.
NEW YORK, NY 10003 UNITED STATES. | l: | 0.8
We got a UPS alert that our product has been delivered to New york without stating where in New York. | l: | 0.7
We contacted DHL our official courier company to ascertain these claim. | l: | 0.8
All effort had not yeilded any head way. | neg: | 0.6
DHL have confirm not recieving the item though UPS claims it was signed for by Clavera whose identity we don't know. | neg: | 0.7
